,genome_ID,scaffold,gene_oid,locus_tag,start_coord,end_coord,clust_ID,gene_ID_string,core_whole,40_percent_ID_group,query_start,query_end,evalue,pfam_id,pfam_name,pfam_length
553,640196209,NZ_AAWS01000055,640224473,M23134_06089,47297,51052,66068,640224473,afp11,NA,948.0,1164.0,2.2000000000000002e-08,pfam04865,Baseplate_J,255.0
558,640427139,NC_009523,640595254,RoseRS_1646,2020881,2021750,66098,640595254,NA,Cluster 2093,5.0,67.0,4.7000000000000004e-29,pfam00226,DnaJ,64.0
559,640427139,NC_009523,640595254,RoseRS_1646,2020881,2021750,66098,640595254,NA,Cluster 2093,117.0,268.0,2.3e-33,pfam01556,DnaJ_C,123.0
560,640427139,NC_009523,640595255,RoseRS_1647,2021771,2022064,66098,640595255,NA,Cluster 1358,6.0,75.0,1.2e-18,pfam13411,MerR_1,69.0
561,640427139,NC_009523,640595256,RoseRS_1648,2022141,2022560,66098,640595256,NA,Cluster 1900,1.0,136.0,1.3e-29,pfam05025,RbsD_FucU,134.0
563,640427139,NC_009523,640595258,RoseRS_1650,2024426,2025004,66098,640595258,afp16,NA,9.0,192.0,1.3e-34,pfam14065,DUF4255,178.0
564,640427139,NC_009523,640595259,RoseRS_1651,2025027,2026988,66098,640595259,afp15,NA,442.0,570.0,7.099999999999999e-26,pfam00004,AAA,132.0
566,640427139,NC_009523,640595261,RoseRS_1653,2029048,2029872,66098,640595261,NA,Cluster 2070,173.0,251.0,2.1e-33,pfam13699,DUF4157,79.0
567,640427139,NC_009523,640595262,RoseRS_1654,2030058,2032982,66098,640595262,NA,Cluster 2828,464.0,542.0,1.6999999999999998e-31,pfam13699,DUF4157,79.0
568,640427139,NC_009523,640595262,RoseRS_1654,2030058,2032982,66098,640595262,NA,Cluster 2828,576.0,633.0,1.1e-12,pfam01471,PG_binding_1,57.0
570,640427139,NC_009523,640595264,RoseRS_1656,2033431,2034393,66098,640595264,afp16,NA,4.0,228.0,1.9999999999999998e-54,pfam14065,DUF4255,178.0
571,640427139,NC_009523,640595264,RoseRS_1656,2033431,2034393,66098,640595264,afp16,NA,247.0,319.0,1.6e-09,pfam13620,CarboxypepD_reg,82.0
572,640427139,NC_009523,640595265,RoseRS_1657,2034406,2035971,66098,640595265,afp2_3_4,NA,1.0,516.0,8.899999999999999e-84,pfam04984,Phage_sheath_1,464.0
573,640427139,NC_009523,640595266,RoseRS_1658,2036037,2036477,66098,640595266,afp1_5,NA,9.0,143.0,5.7e-42,pfam06841,Phage_T4_gp19,134.0
575,640427139,NC_009523,640595268,RoseRS_1660,2037233,2037661,66098,640595268,afp1_5,NA,9.0,140.0,4.8e-49,pfam06841,Phage_T4_gp19,134.0
576,640427139,NC_009523,640595269,RoseRS_1661,2037666,2040590,66098,640595269,NA,Cluster 2161,708.0,785.0,1.4e-18,pfam13699,DUF4157,79.0
577,640427139,NC_009523,640595270,RoseRS_1662,2040603,2041280,66098,640595270,afp7,NA,178.0,223.0,0.00022999999999999998,pfam01476,LysM,44.0
578,640427139,NC_009523,640595271,RoseRS_1663,2041273,2043042,66098,640595271,afp8,NA,19.0,332.0,1.6999999999999998e-12,pfam05954,Phage_GPD,304.0
579,640427139,NC_009523,640595272,RoseRS_1664,2043056,2043346,66098,640595272,afp10,NA,17.0,87.0,2.0000000000000002e-24,pfam05488,PAAR_motif,69.0
580,640427139,NC_009523,640595273,RoseRS_1665,2043353,2043745,66098,640595273,afp9,NA,24.0,116.0,1.5999999999999999e-21,pfam04965,GPW_gp25,95.0
581,640427139,NC_009523,640595274,RoseRS_1666,2043758,2045788,66098,640595274,afp11,NA,406.0,620.0,5.4e-17,pfam04865,Baseplate_J,255.0
582,640427139,NC_009523,640595275,RoseRS_1667,2045952,2046992,66098,640595275,NA,Cluster 711,26.0,92.0,5.9e-16,pfam00498,FHA,69.0
583,640427139,NC_009523,640595275,RoseRS_1667,2045952,2046992,66098,640595275,NA,Cluster 711,211.0,336.0,3.7e-17,pfam09684,Tail_P2_I,136.0
584,640427139,NC_009523,640595276,RoseRS_1668,2046985,2048592,66098,640595276,NA,Cluster 2420,44.0,207.0,4.2e-14,pfam13847,Methyltransf_31,152.0
585,640427139,NC_009523,640595276,RoseRS_1668,2046985,2048592,66098,640595276,NA,Cluster 2420,225.0,308.0,1.2e-21,pfam10119,MethyTransf_Reg,84.0
586,640427139,NC_009523,640595277,RoseRS_1669,2048872,2052033,66098,640595277,NA,Cluster 2744,12.0,278.0,1.2e-49,pfam00069,Pkinase,262.0
587,640427139,NC_009523,640595277,RoseRS_1669,2048872,2052033,66098,640595277,NA,Cluster 2744,369.0,435.0,5.3e-11,pfam00498,FHA,69.0
588,640427139,NC_009523,640595278,RoseRS_1670,2052097,2055318,66098,640595278,NA,Cluster 1241,12.0,276.0,2.7e-43,pfam00069,Pkinase,262.0
589,640427139,NC_009523,640595278,RoseRS_1670,2052097,2055318,66098,640595278,NA,Cluster 1241,350.0,416.0,3e-10,pfam00498,FHA,69.0
590,640612202,NZ_AAXU01000001,640615313,ALPR1_12680,776375,777682,66114,640615313,NA,Cluster 16,229.0,355.0,7e-28,pfam00004,AAA,132.0
591,640612202,NZ_AAXU01000001,640615314,ALPR1_12685,777765,778634,66114,640615314,NA,Cluster 277,4.0,71.0,5.2e-13,pfam13414,TPR_11,68.0
592,640612202,NZ_AAXU01000001,640615314,ALPR1_12685,777765,778634,66114,640615314,NA,Cluster 277,93.0,288.0,8.4e-05,pfam02259,FAT,345.0
593,640612202,NZ_AAXU01000001,640615315,ALPR1_12690,778644,782330,66114,640615315,NA,Cluster 90,167.0,245.0,4.999999999999999e-32,pfam13699,DUF4157,79.0
594,640612202,NZ_AAXU01000001,640615316,ALPR1_12695,782367,783863,66114,640615316,NA,Cluster 506,183.0,261.0,2.6e-32,pfam13699,DUF4157,79.0
598,640612202,NZ_AAXU01000001,640615320,ALPR1_12715,792663,795815,66114,640615320,afp11,NA,727.0,974.0,1.6e-09,pfam04865,Baseplate_J,255.0
599,640612202,NZ_AAXU01000001,640615321,ALPR1_12720,795826,796239,66114,640615321,afp9,NA,29.0,121.0,3.8e-23,pfam04965,GPW_gp25,95.0
600,640612202,NZ_AAXU01000001,640615322,ALPR1_12725,796241,796531,66114,640615322,afp10,NA,18.0,88.0,5.6999999999999995e-25,pfam05488,PAAR_motif,69.0
604,640612202,NZ_AAXU01000001,640615326,ALPR1_12745,799183,799626,66114,640615326,afp1_5,NA,8.0,144.0,2.1e-46,pfam06841,Phage_T4_gp19,134.0
605,640612202,NZ_AAXU01000001,640615327,ALPR1_12750,799633,800061,66114,640615327,afp1_5,NA,6.0,138.0,7.2e-45,pfam06841,Phage_T4_gp19,134.0
606,640612202,NZ_AAXU01000001,640615328,ALPR1_12755,800144,802222,66114,640615328,afp2_3_4,NA,449.0,688.0,2e-26,pfam04984,Phage_sheath_1,464.0
608,640612202,NZ_AAXU01000001,640615330,ALPR1_12765,803093,803686,66114,640615330,afp16,NA,4.0,189.0,1.4e-34,pfam14065,DUF4255,178.0
609,640612202,NZ_AAXU01000001,640615331,ALPR1_12770,804194,804958,66114,640615331,NA,Cluster 6280,63.0,148.0,9.8e-08,pfam08447,PAS_3,89.0
610,640612202,NZ_AAXU01000001,640615331,ALPR1_12770,804194,804958,66114,640615331,NA,Cluster 6280,192.0,248.0,1.3e-13,pfam00196,GerE,57.0
611,640612202,NZ_AAXU01000001,640615332,ALPR1_12775,804985,806484,66114,640615332,NA,Cluster 6015,30.0,377.0,8.999999999999998e-56,pfam00884,Sulfatase,308.0
612,640612202,NZ_AAXU01000001,640615333,ALPR1_12780,806671,810195,66114,640615333,NA,Cluster 4735,32.0,362.0,6.7e-54,pfam00884,Sulfatase,308.0
613,640612202,NZ_AAXU01000001,640615333,ALPR1_12780,806671,810195,66114,640615333,NA,Cluster 4735,364.0,464.0,4.5000000000000004e-17,pfam16347,DUF4976,103.0
614,640612202,NZ_AAXU01000001,640615333,ALPR1_12780,806671,810195,66114,640615333,NA,Cluster 4735,600.0,1136.0,2.0999999999999995e-69,pfam05592,Bac_rhamnosid,509.0
615,640612202,NZ_AAXU01000001,640615334,ALPR1_12785,810521,811645,66114,640615334,NA,Cluster 5034,156.0,369.0,1.2999999999999998e-19,pfam00756,Esterase,251.0
616,640753039,NC_009615,640766719,BDI_2436,2865581,2866585,66180,640766719,NA,Cluster 5458,110.0,188.0,2e-28,pfam08545,ACP_syn_III,80.0
617,640753039,NC_009615,640766719,BDI_2436,2865581,2866585,66180,640766719,NA,Cluster 5458,240.0,327.0,2.8e-34,pfam08541,ACP_syn_III_C,90.0
618,640753039,NC_009615,640766720,BDI_2437,2866886,2867476,66180,640766720,NA,Cluster 1091,58.0,191.0,7.499999999999999e-25,pfam02620,DUF177,121.0
619,640753039,NC_009615,640766721,BDI_2438,2867565,2868722,66180,640766721,NA,Cluster 995,276.0,383.0,1.6999999999999999e-19,pfam02518,HATPase_c,106.0
621,640753039,NC_009615,640766728,BDI_2445,2874908,2875444,66180,640766728,afp16,NA,4.0,174.0,1.4000000000000002e-25,pfam14065,DUF4255,178.0
623,640753039,NC_009615,640766730,BDI_2447,2876163,2876585,66180,640766730,afp2_3_4,NA,1.0,136.0,6.1e-20,pfam04984,Phage_sheath_1,464.0
624,640753039,NC_009615,640766731,BDI_2448,2876622,2877074,66180,640766731,afp1_5,NA,13.0,146.0,6.1e-44,pfam06841,Phage_T4_gp19,134.0
625,640753039,NC_009615,640766732,BDI_2449,2877074,2877577,66180,640766732,afp1_5,NA,12.0,148.0,5.7e-37,pfam06841,Phage_T4_gp19,134.0
627,640753039,NC_009615,640766734,BDI_2451,2878401,2880158,66180,640766734,afp8,NA,47.0,329.0,5e-08,pfam05954,Phage_GPD,304.0
628,640753039,NC_009615,640766735,BDI_2452,2880171,2880575,66180,640766735,afp9,NA,28.0,120.0,1.2e-21,pfam04965,GPW_gp25,95.0
634,640753039,NC_009615,640766741,BDI_2458,2888552,2889859,66180,640766741,afp15,NA,231.0,357.0,3.9999999999999996e-30,pfam00004,AAA,132.0
635,640753039,NC_009615,640766742,BDI_2459,2889856,2890443,66180,640766742,NA,Cluster 15,87.0,162.0,4.5e-26,pfam13699,DUF4157,79.0
638,640753039,NC_009615,640766745,BDI_2462,2893998,2895290,66180,640766745,NA,Cluster 129,43.0,244.0,5.9e-47,pfam06439,DUF1080,185.0
639,640753039,NC_009615,640766745,BDI_2462,2893998,2895290,66180,640766745,NA,Cluster 129,252.0,428.0,1.6e-37,pfam06439,DUF1080,185.0
640,640753039,NC_009615,640766746,BDI_2463,2895395,2898211,66180,640766746,NA,Cluster 135,107.0,197.0,1.2e-14,pfam08305,NPCBM,137.0
642,640753039,NC_009615,640766748,BDI_2465,2898774,2899952,66180,640766748,NA,Cluster 125,122.0,371.0,1.3999999999999997e-90,pfam11175,DUF2961,235.0
643,640753047,NC_009767,640894937,Rcas_2810,3640935,3644039,66187,640894937,NA,Cluster 1241,12.0,276.0,4.9e-45,pfam00069,Pkinase,262.0
644,640753047,NC_009767,640894937,Rcas_2810,3640935,3644039,66187,640894937,NA,Cluster 1241,350.0,416.0,3.1e-12,pfam00498,FHA,69.0
645,640753047,NC_009767,640894938,Rcas_2811,3644101,3647274,66187,640894938,NA,Cluster 1241,12.0,279.0,1.7e-49,pfam00069,Pkinase,262.0
646,640753047,NC_009767,640894938,Rcas_2811,3644101,3647274,66187,640894938,NA,Cluster 1241,369.0,435.0,5.1000000000000005e-11,pfam00498,FHA,69.0
647,640753047,NC_009767,640894939,Rcas_2812,3647292,3648899,66187,640894939,NA,Cluster 2420,44.0,207.0,1e-14,pfam13847,Methyltransf_31,152.0
648,640753047,NC_009767,640894939,Rcas_2812,3647292,3648899,66187,640894939,NA,Cluster 2420,225.0,308.0,2.2000000000000002e-23,pfam10119,MethyTransf_Reg,84.0
649,640753047,NC_009767,640894940,Rcas_2813,3648896,3649960,66187,640894940,NA,Cluster 711,38.0,104.0,8.6e-16,pfam00498,FHA,69.0
650,640753047,NC_009767,640894940,Rcas_2813,3648896,3649960,66187,640894940,NA,Cluster 711,220.0,345.0,6.800000000000001e-18,pfam09684,Tail_P2_I,136.0
651,640753047,NC_009767,640894941,Rcas_2814,3650110,3652140,66187,640894941,afp11,NA,406.0,622.0,1.8e-17,pfam04865,Baseplate_J,255.0
652,640753047,NC_009767,640894942,Rcas_2815,3652152,3652544,66187,640894942,afp9,NA,24.0,116.0,1.9000000000000003e-21,pfam04965,GPW_gp25,95.0
653,640753047,NC_009767,640894943,Rcas_2816,3652551,3652841,66187,640894943,afp10,NA,17.0,87.0,7.6000000000000005e-25,pfam05488,PAAR_motif,69.0
654,640753047,NC_009767,640894944,Rcas_2817,3652855,3654636,66187,640894944,afp8,NA,58.0,336.0,2.8e-11,pfam05954,Phage_GPD,304.0
655,640753047,NC_009767,640894945,Rcas_2818,3654629,3655306,66187,640894945,afp7,NA,178.0,223.0,5.1e-05,pfam01476,LysM,44.0
656,640753047,NC_009767,640894946,Rcas_2819,3655321,3657939,66187,640894946,NA,Cluster 2161,606.0,683.0,2.2000000000000003e-19,pfam13699,DUF4157,79.0
657,640753047,NC_009767,640894947,Rcas_2820,3658127,3658555,66187,640894947,afp1_5,NA,9.0,140.0,1.6999999999999998e-48,pfam06841,Phage_T4_gp19,134.0
659,640753047,NC_009767,640894949,Rcas_2822,3659528,3659968,66187,640894949,afp1_5,NA,9.0,143.0,3.2e-42,pfam06841,Phage_T4_gp19,134.0
660,640753047,NC_009767,640894950,Rcas_2823,3659987,3661552,66187,640894950,afp2_3_4,NA,1.0,516.0,9.699999999999998e-84,pfam04984,Phage_sheath_1,464.0
661,640753047,NC_009767,640894951,Rcas_2824,3661565,3662527,66187,640894951,afp16,NA,4.0,228.0,1.3000000000000002e-44,pfam14065,DUF4255,178.0
662,640753047,NC_009767,640894951,Rcas_2824,3661565,3662527,66187,640894951,afp16,NA,247.0,312.0,9.599999999999999e-11,pfam13620,CarboxypepD_reg,82.0
664,640753047,NC_009767,640894953,Rcas_2826,3662970,3664634,66187,640894953,NA,Cluster 5429,45.0,118.0,4.5000000000000004e-29,pfam13699,DUF4157,79.0
665,640753047,NC_009767,640894953,Rcas_2826,3662970,3664634,66187,640894953,NA,Cluster 5429,163.0,220.0,2.8e-13,pfam01471,PG_binding_1,57.0
666,640753047,NC_009767,640894954,Rcas_2827,3664724,3666616,66187,640894954,NA,Cluster 7261,136.0,214.0,2.4999999999999997e-32,pfam13699,DUF4157,79.0
667,640753047,NC_009767,640894954,Rcas_2827,3664724,3666616,66187,640894954,NA,Cluster 7261,268.0,325.0,7.5e-05,pfam01471,PG_binding_1,57.0
668,640753047,NC_009767,640894955,Rcas_2828,3666636,3667565,66187,640894955,NA,Cluster 2070,150.0,228.0,2.2e-34,pfam13699,DUF4157,79.0
670,640753047,NC_009767,640894957,Rcas_2830,3670056,3672029,66187,640894957,afp15,NA,446.0,574.0,7.3e-26,pfam00004,AAA,132.0
671,640753047,NC_009767,640894958,Rcas_2831,3672057,3672635,66187,640894958,afp16,NA,9.0,192.0,3.6000000000000003e-29,pfam14065,DUF4255,178.0
672,640753047,NC_009767,640894959,Rcas_2832,3672925,3674508,66187,640894959,NA,Cluster 2367,272.0,399.0,4e-05,pfam13229,Beta_helix,158.0
674,640753047,NC_009767,640894961,Rcas_2834,3675132,3675551,66187,640894961,NA,Cluster 1900,1.0,136.0,3.6000000000000003e-29,pfam05025,RbsD_FucU,134.0
675,640753047,NC_009767,640894962,Rcas_2835,3675625,3675918,66187,640894962,NA,Cluster 1358,6.0,74.0,1.4e-18,pfam13411,MerR_1,69.0
679,640963030,NZ_ABCS01000006,641159700,PPSIR1_25266,5978,10378,66219,641159700,afp11,NA,1161.0,1380.0,1.7000000000000001e-09,pfam04865,Baseplate_J,255.0
681,640963030,NZ_ABCS01000006,641159702,PPSIR1_25276,10811,11251,66219,641159702,afp9,NA,36.0,128.0,1.1000000000000002e-19,pfam04965,GPW_gp25,95.0
686,640963030,NZ_ABCS01000006,641159707,PPSIR1_25301,14124,14570,66219,641159707,afp1_5,NA,6.0,144.0,2.2e-24,pfam06841,Phage_T4_gp19,134.0
687,640963030,NZ_ABCS01000006,641159708,PPSIR1_25306,14570,15022,66219,641159708,afp1_5,NA,15.0,144.0,3.3e-17,pfam06841,Phage_T4_gp19,134.0
688,640963030,NZ_ABCS01000006,641159709,PPSIR1_25311,15030,15503,66219,641159709,afp1_5,NA,15.0,153.0,1.5e-31,pfam06841,Phage_T4_gp19,134.0
689,640963030,NZ_ABCS01000006,641159710,PPSIR1_25316,15542,17167,66219,641159710,afp2_3_4,NA,210.0,537.0,8.7e-29,pfam04984,Phage_sheath_1,464.0
691,640963030,NZ_ABCS01000006,641159712,PPSIR1_25326,18073,18651,66219,641159712,afp16,NA,4.0,181.0,4e-23,pfam14065,DUF4255,178.0
692,640963030,NZ_ABCS01000006,641159713,PPSIR1_25331,19163,19861,66219,641159713,NA,Cluster 6650,99.0,218.0,6.6e-10,pfam07179,SseB,118.0
695,640963030,NZ_ABCS01000006,641159716,PPSIR1_25346,22130,23596,66219,641159716,NA,Cluster 5589,80.0,195.0,5.999999999999999e-36,pfam07732,Cu-oxidase_3,119.0
696,640963030,NZ_ABCS01000006,641159716,PPSIR1_25346,22130,23596,66219,641159716,NA,Cluster 5589,367.0,488.0,1.0999999999999999e-25,pfam07731,Cu-oxidase_2,137.0
697,641380434,NZ_ABIB01000002,641458236,KAOT1_18517,114485,115837,66293,641458236,NA,Cluster 13,242.0,368.0,1.5e-27,pfam00004,AAA,132.0
704,641380434,NZ_ABIB01000002,641458243,KAOT1_18552,131999,132427,66293,641458243,afp9,NA,32.0,124.0,3.2e-16,pfam04965,GPW_gp25,95.0
705,641380434,NZ_ABIB01000002,641458244,KAOT1_18557,132420,132719,66293,641458244,afp10,NA,19.0,90.0,2.6e-24,pfam05488,PAAR_motif,69.0
706,641380434,NZ_ABIB01000002,641458245,KAOT1_18562,132891,134687,66293,641458245,afp8,NA,61.0,338.0,3.8e-07,pfam05954,Phage_GPD,304.0
709,641380434,NZ_ABIB01000002,641458248,KAOT1_18577,135598,136047,66293,641458248,afp1_5,NA,9.0,144.0,1.3e-34,pfam06841,Phage_T4_gp19,134.0
710,641380434,NZ_ABIB01000002,641458249,KAOT1_18582,136040,136501,66293,641458249,afp1_5,NA,15.0,149.0,3.4e-40,pfam06841,Phage_T4_gp19,134.0
711,641380434,NZ_ABIB01000002,641458250,KAOT1_18587,136568,138148,66293,641458250,afp2_3_4,NA,283.0,521.0,3.8999999999999997e-31,pfam04984,Phage_sheath_1,464.0
713,641380434,NZ_ABIB01000002,641458252,KAOT1_18597,139009,139581,66293,641458252,afp16,NA,9.0,183.0,8.4e-19,pfam14065,DUF4255,178.0
715,641380434,NZ_ABIB01000002,641458254,KAOT1_18607,140908,141822,66293,641458254,NA,Cluster 7019,13.0,43.0,0.033,pfam07676,PD40,38.0
716,641380434,NZ_ABIB01000002,641458254,KAOT1_18607,140908,141822,66293,641458254,NA,Cluster 7019,274.0,299.0,0.27,pfam07676,PD40,38.0
717,641380434,NZ_ABIB01000002,641458255,KAOT1_18612,141917,142561,66293,641458255,NA,Cluster 6447,3.0,214.0,3.7e-52,pfam00899,ThiF,244.0
718,641380434,NZ_ABIB01000002,641458256,KAOT1_18617,142561,145146,66293,641458256,NA,Cluster 3440,453.0,635.0,1.3000000000000001e-37,pfam13569,DUF4132,179.0
726,641380434,NZ_ABIB01000005,641459826,KAOT1_07368,72001,75087,66294,641459826,afp11,NA,744.0,974.0,1.8e-06,pfam04865,Baseplate_J,255.0
727,641380434,NZ_ABIB01000005,641459827,KAOT1_07373,75090,75503,66294,641459827,afp9,NA,29.0,121.0,1.6999999999999999e-19,pfam04965,GPW_gp25,95.0
728,641380434,NZ_ABIB01000005,641459828,KAOT1_07378,75506,75796,66294,641459828,afp10,NA,17.0,87.0,4.9e-24,pfam05488,PAAR_motif,69.0
732,641380434,NZ_ABIB01000005,641459832,KAOT1_07398,78461,78940,66294,641459832,afp1_5,NA,12.0,149.0,5.2000000000000004e-37,pfam06841,Phage_T4_gp19,134.0
733,641380434,NZ_ABIB01000005,641459833,KAOT1_07403,78946,79380,66294,641459833,afp1_5,NA,7.0,139.0,7.9e-42,pfam06841,Phage_T4_gp19,134.0
734,641380434,NZ_ABIB01000005,641459834,KAOT1_07408,79431,81515,66294,641459834,afp2_3_4,NA,219.0,690.0,9.5e-32,pfam04984,Phage_sheath_1,464.0
736,641380434,NZ_ABIB01000005,641459836,KAOT1_07418,82085,82651,66294,641459836,afp16,NA,8.0,179.0,3.9e-20,pfam14065,DUF4255,178.0
738,641380434,NZ_ABIB01000005,641459838,KAOT1_07428,83003,83623,66294,641459838,NA,Cluster 3121,9.0,198.0,1.2e-47,pfam02223,Thymidylate_kin,185.0
743,641380451,NZ_ABGR01000017,641426242,AND4_05329,12218,12835,66300,641426242,NA,Cluster 1842,19.0,188.0,1.7e-26,pfam14065,DUF4255,178.0
744,641380451,NZ_ABGR01000017,641426243,AND4_05334,12857,14935,66300,641426243,afp15,NA,486.0,612.0,6.1e-25,pfam00004,AAA,132.0
751,641380451,NZ_ABGR01000017,641426250,AND4_05369,26039,26443,66300,641426250,afp9,NA,24.0,116.0,9.8e-18,pfam04965,GPW_gp25,95.0
752,641380451,NZ_ABGR01000017,641426251,AND4_05374,26456,28576,66300,641426251,afp8,NA,221.0,505.0,6.9e-11,pfam05954,Phage_GPD,304.0
755,641380451,NZ_ABGR01000017,641426254,AND4_05389,29453,29920,66300,641426254,afp1_5,NA,13.0,149.0,7.1e-24,pfam06841,Phage_T4_gp19,134.0
756,641380451,NZ_ABGR01000017,641426255,AND4_05394,29955,31097,66300,641426255,afp2_3_4,NA,111.0,376.0,1.2999999999999998e-19,pfam04984,Phage_sheath_1,464.0
757,641380451,NZ_ABGR01000017,641426256,AND4_05399,31175,32248,66300,641426256,afp2_3_4,NA,110.0,354.0,4.3e-28,pfam04984,Phage_sheath_1,464.0
758,641380451,NZ_ABGR01000017,641426257,AND4_05404,32262,32714,66300,641426257,afp1_5,NA,16.0,145.0,8.8e-31,pfam06841,Phage_T4_gp19,134.0
760,641380451,NZ_ABGR01000017,641426259,AND4_05414,34000,34458,66300,641426259,NA,Cluster 2526,2.0,96.0,9.5e-11,pfam02357,NusG,92.0
763,641522635,NC_010524,641665805,Lcho_3030,3348374,3348583,66354,641665805,NA,Cluster 3844,12.0,60.0,3.3999999999999996e-12,pfam13318,DUF4089,50.0
764,641522635,NC_010524,641665806,Lcho_3031,3348587,3350452,66354,641665806,NA,Cluster 6882,66.0,457.0,1.1999999999999998e-80,pfam01425,Amidase,451.0
765,641522635,NC_010524,641665807,Lcho_3032,3350774,3351856,66354,641665807,NA,Cluster 202,8.0,175.0,2e-58,pfam00158,Sigma54_activat,168.0
766,641522635,NC_010524,641665807,Lcho_3032,3350774,3351856,66354,641665807,NA,Cluster 202,307.0,347.0,2.5e-05,pfam02954,HTH_8,42.0
768,641522635,NC_010524,641665809,Lcho_3034,3352339,3352938,66354,641665809,afp16,NA,9.0,185.0,2.9e-38,pfam14065,DUF4255,178.0
770,641522635,NC_010524,641665811,Lcho_3036,3353799,3355589,66354,641665811,afp2_3_4,NA,1.0,590.0,6.299999999999999e-63,pfam04984,Phage_sheath_1,464.0
771,641522635,NC_010524,641665812,Lcho_3037,3355617,3356060,66354,641665812,afp1_5,NA,9.0,144.0,6.299999999999999e-31,pfam06841,Phage_T4_gp19,134.0
772,641522635,NC_010524,641665813,Lcho_3038,3356080,3357684,66354,641665813,afp2_3_4,NA,311.0,522.0,1.5e-08,pfam04984,Phage_sheath_1,464.0
773,641522635,NC_010524,641665814,Lcho_3039,3357681,3358163,66354,641665814,afp1_5,NA,11.0,153.0,3.3e-33,pfam06841,Phage_T4_gp19,134.0
776,641522635,NC_010524,641665817,Lcho_3042,3359423,3360508,66354,641665817,afp8,NA,42.0,346.0,1.1e-13,pfam05954,Phage_GPD,304.0
779,641522635,NC_010524,641665820,Lcho_3045,3362869,3363261,66354,641665820,afp9,NA,26.0,118.0,9.7e-20,pfam04965,GPW_gp25,95.0
780,641522635,NC_010524,641665821,Lcho_3046,3363265,3365547,66354,641665821,afp11,NA,416.0,652.0,7.000000000000001e-10,pfam04865,Baseplate_J,255.0
781,641522635,NC_010524,641665822,Lcho_3047,3365547,3368396,66354,641665822,NA,Cluster 2209,637.0,726.0,4.0999999999999997e-08,pfam09684,Tail_P2_I,136.0
788,641522635,NC_010524,641665829,Lcho_3054,3378637,3380814,66354,641665829,afp15,NA,484.0,610.0,3e-25,pfam00004,AAA,132.0
789,641522635,NC_010524,641665830,Lcho_3055,3380811,3382415,66354,641665830,NA,Cluster 4882,101.0,178.0,8.3e-25,pfam13699,DUF4157,79.0
790,641522635,NC_010524,641665830,Lcho_3055,3380811,3382415,66354,641665830,NA,Cluster 4882,411.0,506.0,1.6000000000000002e-10,pfam00691,OmpA,95.0
798,641736149,NZ_ABLK01000071,642440770,BamMEX5DRAFT_2665,9249,9518,66435,642440770,afp9,NA,1.0,70.0,1.2e-10,pfam04965,GPW_gp25,95.0
801,641736149,NZ_ABLK01000071,642440773,BamMEX5DRAFT_2668,12609,12860,66435,642440773,afp1_5,NA,7.0,77.0,3.2e-11,pfam06841,Phage_T4_gp19,134.0
803,641736149,NZ_ABLK01000071,642440775,BamMEX5DRAFT_2670,13388,14479,66435,642440775,afp2_3_4,NA,174.0,363.0,1.9e-18,pfam04984,Phage_sheath_1,464.0
804,641736149,NZ_ABLK01000071,642440776,BamMEX5DRAFT_2671,14550,16184,66435,642440776,afp2_3_4,NA,76.0,540.0,1.5e-31,pfam04984,Phage_sheath_1,464.0
805,641736149,NZ_ABLK01000071,642440777,BamMEX5DRAFT_2672,16257,17453,66435,642440777,afp2_3_4,NA,122.0,394.0,7.4e-24,pfam04984,Phage_sheath_1,464.0
806,641736149,NZ_ABLK01000071,642440778,BamMEX5DRAFT_2673,17520,17975,66435,642440778,afp1_5,NA,16.0,147.0,3.9000000000000004e-27,pfam06841,Phage_T4_gp19,134.0
809,641736149,NZ_ABLK01000071,642440781,BamMEX5DRAFT_2676,20448,21170,66435,642440781,NA,Cluster 6181,56.0,203.0,2.7999999999999998e-24,pfam13358,DDE_3,146.0
811,642555119,NC_010995,642704989,CJA_3664,4390226,4392049,66527,642704989,NA,Cluster 6792,8.0,201.0,3.8999999999999996e-54,pfam00009,GTP_EFTU,193.0
812,642555119,NC_010995,642704989,CJA_3664,4390226,4392049,66527,642704989,NA,Cluster 6792,224.0,294.0,1.1000000000000001e-08,pfam03144,GTP_EFTU_D2,74.0
813,642555119,NC_010995,642704989,CJA_3664,4390226,4392049,66527,642704989,NA,Cluster 6792,400.0,488.0,1.3e-21,pfam00679,EFG_C,89.0
814,642555119,NC_010995,642704990,CJA_3665,4392299,4394869,66527,642704990,NA,Cluster 2214,60.0,221.0,2.3e-14,pfam03924,CHASE,184.0
815,642555119,NC_010995,642704990,CJA_3665,4392299,4394869,66527,642704990,NA,Cluster 2214,313.0,422.0,3.6e-09,pfam08448,PAS_4,110.0
816,642555119,NC_010995,642704990,CJA_3665,4392299,4394869,66527,642704990,NA,Cluster 2214,431.0,593.0,1e-48,pfam00990,GGDEF,161.0
817,642555119,NC_010995,642704990,CJA_3665,4392299,4394869,66527,642704990,NA,Cluster 2214,612.0,848.0,1.1999999999999996e-75,pfam00563,EAL,237.0
818,642555119,NC_010995,642704991,CJA_3666,4394986,4398612,66527,642704991,NA,Cluster 4789,593.0,616.0,0.0003,pfam02412,TSP_3,36.0
819,642555119,NC_010995,642704991,CJA_3666,4394986,4398612,66527,642704991,NA,Cluster 4789,617.0,642.0,0.0026,pfam02412,TSP_3,36.0
